PubmedID,Title,Publication Date,Non-academic Author(s),Company Affiliation(s),Corresponding Author Email
37490292,Association of Circulating Tumor DNA Testing Before Tissue Diagnosis With Time to Treatment Among Patients With Suspected Advanced Lung Cancer: The ACCELERATE Nonrandomized Clinical Trial.,2023/Jul/03,"García-Pardo, Miguel; Law, Jennifer H; Salvarrey, Alexandra M; Fernandes, Roxanne; Fan, Zhen J; Liu, Geoffrey; Le, Lisa W; Gunasegaran, Tharsiga; Ghumman, Noor; Shepherd, Frances A; Bradbury, Penelope A; Sacher, Adrian G; Schmid, Sabine; Corke, Lucy; Feng, Jamie; Stockley, Tracy; Pal, Prodipto; Pipinikas, Christodoulos; Howarth, Karen; Ambasager, Bana; Tsao, Ming S; Leighl, Natasha B","Division of Medical Oncology and Hematology, Princess Margaret Cancer Centre, University Health Network, Toronto, Ontario, Canada.; Division of Medical Oncology and Hematology, Princess Margaret Cancer Centre, University Health Network, Toronto, Ontario, Canada.; Division of Medical Oncology and Hematology, Princess Margaret Cancer Centre, University Health Network, Toronto, Ontario, Canada.; Division of Medical Oncology and Hematology, Princess Margaret Cancer Centre, University Health Network, Toronto, Ontario, Canada.; Division of Medical Oncology and Hematology, Princess Margaret Cancer Centre, University Health Network, Toronto, Ontario, Canada.; Division of Medical Oncology and Hematology, Princess Margaret Cancer Centre, University Health Network, Toronto, Ontario, Canada.; Department of Biostatistics, Princess Margaret Cancer Centre, University Health Network, Toronto, Ontario, Canada.; Division of Medical Oncology and Hematology, Princess Margaret Cancer Centre, University Health Network, Toronto, Ontario, Canada.; Division of Medical Oncology and Hematology, Princess Margaret Cancer Centre, University Health Network, Toronto, Ontario, Canada.; Division of Medical Oncology and Hematology, Princess Margaret Cancer Centre, University Health Network, Toronto, Ontario, Canada.; Division of Medical Oncology and Hematology, Princess Margaret Cancer Centre, University Health Network, Toronto, Ontario, Canada.; Division of Medical Oncology and Hematology, Princess Margaret Cancer Centre, University Health Network, Toronto, Ontario, Canada.; Division of Medical Oncology and Hematology, Princess Margaret Cancer Centre, University Health Network, Toronto, Ontario, Canada.; Division of Medical Oncology and Hematology, Princess Margaret Cancer Centre, University Health Network, Toronto, Ontario, Canada.; Division of Medical Oncology and Hematology, Princess Margaret Cancer Centre, University Health Network, Toronto, Ontario, Canada.; Pathology and Laboratory Medicine Program, University Health Network, Toronto, Ontario, Canada.; Pathology and Laboratory Medicine Program, University Health Network, Toronto, Ontario, Canada.; Inivata Ltd, Cambridge, United Kingdom.; Inivata Ltd, Cambridge, United Kingdom.; Inivata Ltd, Cambridge, United Kingdom.; Pathology and Laboratory Medicine Program, University Health Network, Toronto, Ontario, Canada.; Division of Medical Oncology and Hematology, Princess Margaret Cancer Centre, University Health Network, Toronto, Ontario, Canada.",None
37480603,Efficacy of immune checkpoint inhibitor monotherapy in elderly patients with non-small-cell lung cancer.,2023,"Maeda, Yoshinobu","Hematology and Oncology, Okayama University Graduate School of Medicine, Dentistry and Pharmaceutical Sciences, 2-5-1, Shikata-cho, Kita-ku, Okayama, 700-8558, Japan.",t-kubo@cc.okayama-u.ac.jp.
37463790,Immune suppressive microenvironment in liver metastases contributes to organ-specific response of immunotherapy in advanced non-small cell lung cancer.,2023,"Deng, Jia-Yi; Gou, Qing; Yang, Lingling; Chen, Zhi-Hong; Yang, Ming-Yi; Yang, Xiao-Rong; Yan, Hong-Hong; Wei, Xue-Wu; Liu, Jia-Qi; Su, Jian; Zhong, Wen-Zhao; Xu, Chong-Rui; Wu, Yi-Long; Zhou, Qing","Guangdong Lung Cancer Institute, Guangdong Provincial People's Hospital (Guangdong Academy of Medical Sciences), Southern Medical University, Guangzhou, China.; Department of Interventional Radiology, Guangdong Provincial People's Hospital (Guangdong Academy of Medical Sciences), Southern Medical University, Guangzhou, China.; Geneseeq Research Institute, Nanjing Geneseeq Technology Inc, Nanjing, China.; Guangdong Lung Cancer Institute, Guangdong Provincial People's Hospital (Guangdong Academy of Medical Sciences), Southern Medical University, Guangzhou, China.; Guangdong Lung Cancer Institute, Guangdong Provincial People's Hospital (Guangdong Academy of Medical Sciences), Southern Medical University, Guangzhou, China.; Guangdong Lung Cancer Institute, Guangdong Provincial People's Hospital (Guangdong Academy of Medical Sciences), Southern Medical University, Guangzhou, China.; Guangdong Lung Cancer Institute, Guangdong Provincial People's Hospital (Guangdong Academy of Medical Sciences), Southern Medical University, Guangzhou, China.; Guangdong Lung Cancer Institute, Guangdong Provincial People's Hospital (Guangdong Academy of Medical Sciences), Southern Medical University, Guangzhou, China.; Guangdong Lung Cancer Institute, Guangdong Provincial People's Hospital (Guangdong Academy of Medical Sciences), Southern Medical University, Guangzhou, China.; Guangdong Lung Cancer Institute, Guangdong Provincial People's Hospital (Guangdong Academy of Medical Sciences), Southern Medical University, Guangzhou, China.; Guangdong Lung Cancer Institute, Guangdong Provincial People's Hospital (Guangdong Academy of Medical Sciences), Southern Medical University, Guangzhou, China.; Guangdong Lung Cancer Institute, Guangdong Provincial People's Hospital (Guangdong Academy of Medical Sciences), Southern Medical University, Guangzhou, China.; Guangdong Lung Cancer Institute, Guangdong Provincial People's Hospital (Guangdong Academy of Medical Sciences), Southern Medical University, Guangzhou, China.; Guangdong Lung Cancer Institute, Guangdong Provincial People's Hospital (Guangdong Academy of Medical Sciences), Southern Medical University, Guangzhou, China gzzhouqing@126.com.",gzzhouqing@126.com.
37451931,"MET Exon 14 Skipping in NSCLC: A Systematic Literature Review of Epidemiology, Clinical Characteristics, and Outcomes.",2023,"Vioix, Helene; Pfeiffer, Boris M; Campden, Rhiannon I; Chen, Zhiyuan; Heeg, Bart","The Healthcare Business of Merck KGaA, Darmstadt, Germany.; The Healthcare Business of Merck KGaA, Darmstadt, Germany.; Ingress Health, A Cytel Company, Rotterdam, The Netherlands.; Ingress Health, A Cytel Company, Rotterdam, The Netherlands.; Ingress Health, A Cytel Company, Rotterdam, The Netherlands.",mazieres.j@chu-toulouse.fr.
37451404,Neoadjuvant Targeted Therapy in Resectable NSCLC: Current and Future Perspectives.,2023,"Toloza, Eric; Bara, Ilze; Kurtsikidze, Nino; Schulze, Katja; Ngiam, Celina","Department of Thoracic Oncology, H. Lee Moffitt Cancer Center & Research Institute, Tampa, Florida; Department of Surgery and Department of Oncologic Sciences, University of South Florida Health Morsani College of Medicine, Tampa, Florida.; US Medical Affairs, Genentech, Inc., South San Francisco, California.; Global Product Development and Medical Affairs Oncology, F. Hoffmann-La Roche Ltd., Basel, Switzerland.; Translational Medicine, Oncology Biomarker Development, Genentech, Inc., South San Francisco, California.; US Medical Affairs, Genentech, Inc., South San Francisco, California.",jaymoonlee@mednet.ucla.edu.
37433717,Machine learning for prediction of immunotherapeutic outcome in non-small-cell lung cancer based on circulating cytokine signatures.,2023,"Wei, Feifei; Tagami, Tomoyuki; Kouro, Taku; Igarashi, Yuka; Himuro, Hidetomo; Horaguchi, Shun; Tsuji, Kayoko; Miyagi, Yohei; Sasada, Tetsuro","Division of Cancer Immunotherapy, Kanagawa Cancer Center Research Institute, Yokohama, Japan tsasada@kcch.jp feifei.wei@gancen.asahi.yokohama.jp.; Research Institute for Bioscience Products and Fine Chemicals, Ajinomoto Co Inc, Kawasaki, Japan.; Division of Cancer Immunotherapy, Kanagawa Cancer Center Research Institute, Yokohama, Japan.; Division of Cancer Immunotherapy, Kanagawa Cancer Center Research Institute, Yokohama, Japan.; Division of Cancer Immunotherapy, Kanagawa Cancer Center Research Institute, Yokohama, Japan.; Division of Cancer Immunotherapy, Kanagawa Cancer Center Research Institute, Yokohama, Japan.; Division of Cancer Immunotherapy, Kanagawa Cancer Center Research Institute, Yokohama, Japan.; Kanagawa Cancer Center Research Institute, Yokohama, Japan.; Division of Cancer Immunotherapy, Kanagawa Cancer Center Research Institute, Yokohama, Japan tsasada@kcch.jp feifei.wei@gancen.asahi.yokohama.jp.",tsasada@kcch.jp
37423228,"First-line atezolizumab monotherapy versus single-agent chemotherapy in patients with non-small-cell lung cancer ineligible for treatment with a platinum-containing regimen (IPSOS): a phase 3, global, multicentre, open-label, randomised controlled study.",2023/Aug/05,"Kowalski, Dariusz; Liu, Geoffrey","Department of Lung Cancer and Thoracic Tumors, Maria Sklodowska-Curie National Research Institute of Oncology, Warsaw, Poland.; Medical Oncology and Hematology, Princess Margaret Cancer Centre, Toronto, ON, Canada.",sm.lee@nhs.net.
37421934,Reliability of panel-based mutational signatures for immune-checkpoint-inhibition efficacy prediction in non-small cell lung cancer.,2023,"Donker, H C; Froyen, G; Maes, B; Volders, P-J; van Es, B","Department of Epidemiology, University Medical Center Groningen, University of Groningen, Groningen, the Netherlands; Global Computational Biology & Digital Sciences, Boehringer Ingelheim Pharma GmbH & Co. KG, Biberach an der Riß, Germany. Electronic address: h.c.donker@umcg.nl.; Faculty of Medicine and Life Sciences - LCRC, Hasselt University, Diepenbeek, Belgium; Laboratory of Molecular Diagnostics, Dept Clinical Biology, Jessa Hospital, Hasselt, Belgium.; Faculty of Medicine and Life Sciences - LCRC, Hasselt University, Diepenbeek, Belgium; Laboratory of Molecular Diagnostics, Dept Clinical Biology, Jessa Hospital, Hasselt, Belgium. Electronic address: brigitte.maes@jessazh.be.; Laboratory of Molecular Diagnostics, Dept Clinical Biology, Jessa Hospital, Hasselt, Belgium. Electronic address: Pieter-Jan.Volders@jessazh.be.; Central Diagnostic Laboratory, University Medical Centre Utrecht, Utrecht University, Heidelberglaan 100, 3508 GA Utrecht, the Netherlands; MedxAI, Theophile de Bockstraat 77-1, 1058VA Amsterdam, the Netherlands. Electronic address: bes3@umcutrecht.nl.",bes3@umcutrecht.nl.
37418123,"SEOM-GECP Clinical guidelines for diagnosis, treatment and follow-up of small-cell lung cancer (SCLC) (2022).",2023,"García-Campelo, Rosario; Zugazagoitia, Jon","Department of Medical Oncology, Hospital Universitario A Coruña, Health Research Institute, INIBIC, A Coruña, Spain. ma.rosario.garcia.campelo@sergas.es.; Department of Medical Oncology, Tumor Microenvironment and Immunotherapy Research Group, Hospital Universitario 12 de Octubre, Madrid, Health Research Institute Hospital Universitario 12 de Octubre (i+12), H12O-CNIO Lung Cancer Clinical Research Unit, Health Research Institute, CIBERONC, Madrid, Spain.",ma.rosario.garcia.campelo@sergas.es.
37404771,Real-world outcomes of immunotherapy with or without chemotherapy in first-line treatment of advanced non-small cell lung cancer.,2023,"Pelicon, Veronika; Knez, Lea","Department of Pharmacy, University Clinic Golnik, Golnik,  Slovenia.; Department of Pharmacy, University Clinic Golnik, Golnik,  Slovenia.",None
37393762,"Efficacy and safety of KN046, a novel bispecific antibody against PD-L1 and CTLA-4, in patients with non-small cell lung cancer who failed platinum-based chemotherapy: a phase II study.",2023,"Xu, Ting; Xu, Mo; Zhi, Lihua; Liu, Qing; Wang, Ni","Medical, Jiangsu Alphamab Biopharmaceuticals Co., Ltd, Suzhou, China.; Medical, Jiangsu Alphamab Biopharmaceuticals Co., Ltd, Suzhou, China.; Medical, Jiangsu Alphamab Biopharmaceuticals Co., Ltd, Suzhou, China.; Medical, Jiangsu Alphamab Biopharmaceuticals Co., Ltd, Suzhou, China.; Biostatistic, Jiangsu Alphamab Biopharmaceuticals Co., Ltd, Suzhou, China.",caicunzhoudr@163.com.
37391339,Pembrolizumab Alone or With Chemotherapy for 70+ Year-Old Lung Cancer Patients: A Retrospective Study.,2023,"Liersch, Stephan","Department of Pharmacy, Thoraxklinik, Heidelberg University Hospital, Heidelberg, Germany.",petros.christopoulos@med.uni-heidelberg.de.
37390764,Ramucirumab plus erlotinib versus placebo plus erlotinib in previously untreated EGFR-mutated metastatic non-small-cell lung cancer (RELAY): exploratory analysis of next-generation sequencing results.,2023,"Graham, H; Butts, B D; Visseren-Grul, C","Eli Lilly and Company, Indianapolis, USA.; Eli Lilly and Company, Indianapolis, USA.; Eli Lilly and Company, Indianapolis, USA.",egaron@mednet.ucla.edu.
37385995,"Efficacy, safety and pharmacokinetics of Unecritinib (TQ-B3101) for patients with ROS1 positive advanced non-small cell lung cancer: a Phase I/II Trial.",2023/Jun/30,"Wang, Xicheng; Cao, Lejie; Shu, Yongqian; Cang, Shundong; Wang, Tao; Zhu, Jiajia","Department of Oncology, The First Affiliated Hospital/School of Clinical Medicine of Guangdong Pharmaceutical University, 510699, Guangzhou, China.; Department of Respiratory Medicine, The First Affiliated Hospital of the University of Science and Technology of China, Anhui Provincial Hospital, 230031, Hefei, China.; Department of Cancer Center, Jiangsu Province Hospital, 210029, Nanjing, China.; Department of Medical Oncology, Henan Province People's Hospital, 450003, Zhengzhou, China.; Biostatistics Department of Clinical Center of Research Institute, Chia Tai Tianqing Pharmaceutical Group Co., Ltd., 222000, Nanjing, China.; Biostatistics Department of Clinical Center of Research Institute, Chia Tai Tianqing Pharmaceutical Group Co., Ltd., 222000, Nanjing, China.",panhongming@zju.edu.cn.
37385154,A phase Ib/II dose expansion study of subcutaneous sasanlimab in patients with locally advanced or metastatic non-small-cell lung cancer and urothelial carcinoma.,2023,"Penkov, K; Ahn, H K; Lugowska, I; Bonato, V; Damore, M A; Yang, W; Jacobs, I A; Bowers, M; Li, M; Johnson, M L","Private Healthcare Institution Clinical Hospital ""RZhD-Medicine"", St Petersburg, Russian Federation.; Division of Medical Oncology, Gachon University Gil Medical Center, Incheon, Republic of Korea.; Early Phase Clinical Trials Unit, Maria Skłodowska-Curie National Research Institute of Oncology, Warsaw, Poland.; Pfizer Inc, San Diego, USA.; Pfizer Inc, San Diego, USA.; Pfizer Inc, San Diego, USA.; Pfizer Inc, New York, USA.; Pfizer Inc, Arnold, USA.; Pfizer Inc, San Francisco, USA.; Sarah Cannon Research Institute, Tennessee Oncology PLLC, Nashville, USA. Electronic address: mjohnson@tnonc.com.",mjohnson@tnonc.com.
37380628,A landscape of response to drug combinations in non-small cell lung cancer.,2023/Jun/28,"Nair, Nishanth Ulhas; Ruppin, Eytan","Cancer Data Science Laboratory, Center for Cancer Research, National Cancer Institute, National Institutes of Health, Bethesda, MD, USA.; Cancer Data Science Laboratory, Center for Cancer Research, National Cancer Institute, National Institutes of Health, Bethesda, MD, USA. eytan.ruppin@nih.gov.",cyrilbenes@gmail.com.
